States/UTs,Year,crimes,count
Madhya Pradesh,2014,Unlawful Assembly,0
Madhya Pradesh,2014,Unlawful Assembly,0
Madhya Pradesh,2014,Unlawful Assembly,0
Madhya Pradesh,2014,Unlawful Assembly,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Unnatural Offence,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Using Fake Currency,0
Madhya Pradesh,2014,Vehicle Theft,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Victim Identity Disclosure,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Voyeurism,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Madhya Pradesh,2014,Workplace,0
Maharashtra,2014,Theft,10101
Maharashtra,2014,Other Theft,6503
Maharashtra,2014,Theft,4867
Maharashtra,2014,Rash Driving,4129
Maharashtra,2014,Vehicle Theft,3598
Maharashtra,2014,Theft,3167
Maharashtra,2014,Trespass / Burglary,3055
Maharashtra,2014,Theft,2962
Maharashtra,2014,Vehicle Theft,2782
Maharashtra,2014,Cheating,2594
Maharashtra,2014,Theft,2592
Maharashtra,2014,Trespass / Burglary,2531
Maharashtra,2014,Other Theft,2247
Maharashtra,2014,Theft,2247
Maharashtra,2014,Robbery,2094
Maharashtra,2014,Other Theft,2085
Maharashtra,2014,Grievous Hurt,2006
Maharashtra,2014,Simple Hurt,2004
Maharashtra,2014,Theft,1850
Maharashtra,2014,Vehicle Theft,1656
Maharashtra,2014,Trespass / Burglary,1648
Maharashtra,2014,Assault on Women,1626
Maharashtra,2014,Vehicle Theft,1604
Maharashtra,2014,Other Theft,1603
Maharashtra,2014,Rash Driving,1599
Maharashtra,2014,Theft,1531
Maharashtra,2014,Theft,1519
Maharashtra,2014,Other Theft,1511
Maharashtra,2014,Other Theft,1481
Maharashtra,2014,Theft,1447
Maharashtra,2014,Theft,1419
Maharashtra,2014,Trespass / Burglary,1362
Maharashtra,2014,Other Theft,1358
Maharashtra,2014,Other Theft,1336
Maharashtra,2014,Robbery,1315
Maharashtra,2014,Rash Driving,1299
Maharashtra,2014,Trespass / Burglary,1294
Maharashtra,2014,Vehicle Theft,1256
Maharashtra,2014,Theft,1254
Maharashtra,2014,Rash Driving,1244
Maharashtra,2014,Theft,1221
Maharashtra,2014,Rash Driving,1096
Maharashtra,2014,Trespass / Burglary,1074
Maharashtra,2014,Theft,1071
Maharashtra,2014,Other Theft,1069
Maharashtra,2014,Theft,1062
Maharashtra,2014,Theft,1053
Maharashtra,2014,Theft,1024
Maharashtra,2014,Theft,999
Maharashtra,2014,Death by Negligence,988
Maharashtra,2014,Other Theft,988
Maharashtra,2014,Forgery,980
Maharashtra,2014,Negligent Driving Deaths,961
Maharashtra,2014,Cheating,953
Maharashtra,2014,Trespass / Burglary,953
Maharashtra,2014,Theft,917
Maharashtra,2014,Rash Driving,891
Maharashtra,2014,Theft,888
Maharashtra,2014,Theft,883
Maharashtra,2014,Robbery,873
Maharashtra,2014,Rash Driving,856
Maharashtra,2014,Trespass / Burglary,828
Maharashtra,2014,Theft,815
Maharashtra,2014,Other Theft,809
Maharashtra,2014,Trespass / Burglary,807
Maharashtra,2014,Theft,800
Maharashtra,2014,Other Theft,793
Maharashtra,2014,Other Assault on Women,784
Maharashtra,2014,Rash Driving,776
Maharashtra,2014,Rash Driving,774
Maharashtra,2014,Rash Driving,771
Maharashtra,2014,Cheating,770
Maharashtra,2014,Theft,751
Maharashtra,2014,Other Theft,748
Maharashtra,2014,Rash Driving,747
Maharashtra,2014,Death by Negligence,736
Maharashtra,2014,Negligent Driving Deaths,736
Maharashtra,2014,Theft,736
Maharashtra,2014,Rash Driving,730
Maharashtra,2014,Other Theft,726
Maharashtra,2014,Other Theft,713
Maharashtra,2014,Other Theft,712
Maharashtra,2014,Other Theft,711
Maharashtra,2014,Vehicle Theft,706
Maharashtra,2014,Death by Negligence,688
Maharashtra,2014,Vehicle Theft,685
Maharashtra,2014,Negligent Driving Deaths,684
Maharashtra,2014,Theft,678
Maharashtra,2014,Breach of Trust,672
Maharashtra,2014,Theft,669
Maharashtra,2014,Rash Driving,668
Maharashtra,2014,Other Theft,655
Maharashtra,2014,Vehicle Theft,654
Maharashtra,2014,Sexual Harassment,650
Maharashtra,2014,Trespass / Burglary,643
Maharashtra,2014,Theft,641
Maharashtra,2014,Trespass / Burglary,631
Maharashtra,2014,Other Theft,610
Maharashtra,2014,Riots,609
Maharashtra,2014,Theft,608
Maharashtra,2014,Non-Custodial Rape,607
Maharashtra,2014,Rape,607
Maharashtra,2014,Rash Driving,605
Maharashtra,2014,Rash Driving,597
Maharashtra,2014,Other Rape,591
Maharashtra,2014,Theft,586
Maharashtra,2014,Death by Negligence,584
Maharashtra,2014,Theft,582
Maharashtra,2014,Other Theft,580
Maharashtra,2014,Other Riots,577
Maharashtra,2014,Cheating,576
Maharashtra,2014,Rash Driving,574
Maharashtra,2014,Robbery,573
Maharashtra,2014,Grievous Hurt,571
Maharashtra,2014,Simple Hurt,571
Maharashtra,2014,Domestic Cruelty,563
Maharashtra,2014,Other Theft,560
Maharashtra,2014,Assault on Women,559
Maharashtra,2014,Trespass / Burglary,559
Maharashtra,2014,Other Theft,558
Maharashtra,2014,Theft,549
Maharashtra,2014,Trespass / Burglary,549
Maharashtra,2014,Rash Driving,546
Maharashtra,2014,Theft,543
Maharashtra,2014,Kidnapping (Total),541
Maharashtra,2014,Trespass / Burglary,540
Maharashtra,2014,Other Theft,532
Maharashtra,2014,Vehicle Theft,531
Maharashtra,2014,Other Theft,529
Maharashtra,2014,Negligent Driving Deaths,528
Maharashtra,2014,Rash Driving,527
Maharashtra,2014,House Breaking,524
Maharashtra,2014,Rash Driving,512
Maharashtra,2014,Theft,511
Maharashtra,2014,Rash Driving,510
Maharashtra,2014,Robbery,505
Maharashtra,2014,Modesty Insult,504
Maharashtra,2014,Other Locations,504
Maharashtra,2014,Rash Driving,503
Maharashtra,2014,House Breaking,502
Maharashtra,2014,Other Theft,502
Maharashtra,2014,Death by Negligence,500
Maharashtra,2014,Rash Driving,489
Maharashtra,2014,Theft,488
Maharashtra,2014,Negligent Driving Deaths,482
Maharashtra,2014,Other Theft,480
Maharashtra,2014,Theft,476
Maharashtra,2014,Death by Negligence,470
Maharashtra,2014,Grievous Hurt,470
Maharashtra,2014,Simple Hurt,469
Maharashtra,2014,Assault on Women,466
Maharashtra,2014,Theft,466
Maharashtra,2014,Negligent Driving Deaths,464
Maharashtra,2014,Vehicle Theft,461
Maharashtra,2014,Other Riots,457
Maharashtra,2014,Riots,457
Maharashtra,2014,Death by Negligence,456
Maharashtra,2014,Assault on Women,454
Maharashtra,2014,Kidnapping,451
Maharashtra,2014,Trespass / Burglary,448
Maharashtra,2014,Vehicle Theft,445
Maharashtra,2014,Death by Negligence,437
Maharashtra,2014,Kidnapping (Total),435
Maharashtra,2014,Riots,431
Maharashtra,2014,Rash Driving,430
Maharashtra,2014,Theft,429
Maharashtra,2014,Theft,427
Maharashtra,2014,Negligent Driving Deaths,426
Maharashtra,2014,Other Riots,418
Maharashtra,2014,Assault on Women,415
Maharashtra,2014,Robbery,411
Maharashtra,2014,House Breaking,409
Maharashtra,2014,Negligent Driving Deaths,409
Maharashtra,2014,Riots,409
Maharashtra,2014,Rash Driving,408
Maharashtra,2014,Trespass / Burglary,408
Maharashtra,2014,Grievous Hurt,406
Maharashtra,2014,Simple Hurt,406
Maharashtra,2014,Vehicle Theft,403
Maharashtra,2014,Rash Driving,402
Maharashtra,2014,Other Riots,400
Maharashtra,2014,Other Theft,398
Maharashtra,2014,Death by Negligence,396
Maharashtra,2014,Rash Driving,396
Maharashtra,2014,Other Theft,395
Maharashtra,2014,Cheating,394
Maharashtra,2014,Death by Negligence,393
Maharashtra,2014,Other Theft,393
Maharashtra,2014,Rash Driving,393
Maharashtra,2014,Domestic Cruelty,391
Maharashtra,2014,Other Theft,386
Maharashtra,2014,Rash Driving,386
Maharashtra,2014,Negligent Driving Deaths,384
Maharashtra,2014,Domestic Cruelty,383
Maharashtra,2014,Rash Driving,378
Maharashtra,2014,Trespass / Burglary,378
Maharashtra,2014,Riots,375
Maharashtra,2014,Domestic Cruelty,374
Maharashtra,2014,Rash Driving,369
Maharashtra,2014,Other Theft,368
Maharashtra,2014,Other Assault on Women,366
Maharashtra,2014,Theft,366
Maharashtra,2014,Other Theft,364
Maharashtra,2014,Modesty Insult,363
Maharashtra,2014,Trespass / Burglary,363
Maharashtra,2014,Trespass / Burglary,363
Maharashtra,2014,Death by Negligence,361
Maharashtra,2014,Vehicle Theft,358
Maharashtra,2014,Assault on Women,356
Maharashtra,2014,House Breaking,354
Maharashtra,2014,Domestic Cruelty,351
Maharashtra,2014,Vehicle Theft,351
Maharashtra,2014,Other Theft,350
Maharashtra,2014,Trespass / Burglary,349
Maharashtra,2014,Assault on Women,347
Maharashtra,2014,Trespass / Burglary,347
Maharashtra,2014,Rash Driving,342
Maharashtra,2014,Riots,340
Maharashtra,2014,Other Theft,339
Maharashtra,2014,Riots,338
Maharashtra,2014,Other Locations,335
Maharashtra,2014,Other Riots,335
Maharashtra,2014,Other Riots,334
Maharashtra,2014,Vehicle Theft,330
Maharashtra,2014,Other Theft,329
Maharashtra,2014,Rash Driving,328
Maharashtra,2014,Riots,327
Maharashtra,2014,Negligent Driving Deaths,325
Maharashtra,2014,Domestic Cruelty,323
Maharashtra,2014,Other Riots,322
Maharashtra,2014,Trespass / Burglary,319
Maharashtra,2014,Other Riots,318
Maharashtra,2014,Cheating,317
Maharashtra,2014,Death by Negligence,317
Maharashtra,2014,Kidnapping,317
Maharashtra,2014,Death by Negligence,316
Maharashtra,2014,Domestic Cruelty,316
Maharashtra,2014,Negligent Driving Deaths,316
Maharashtra,2014,Death by Negligence,313
Maharashtra,2014,Grievous Hurt,313
Maharashtra,2014,Theft,313
Maharashtra,2014,Negligent Driving Deaths,312
Maharashtra,2014,Simple Hurt,312
Maharashtra,2014,Death by Negligence,311
Maharashtra,2014,Death by Negligence,309
Maharashtra,2014,Rash Driving,309
Maharashtra,2014,Sexual Harassment,309
Maharashtra,2014,Negligent Driving Deaths,307
Maharashtra,2014,Other Theft,307
Maharashtra,2014,Death by Negligence,306
Maharashtra,2014,Negligent Driving Deaths,306
Maharashtra,2014,Death by Negligence,304
Maharashtra,2014,Other Theft,302
Maharashtra,2014,Cheating,301
Maharashtra,2014,Domestic Cruelty,301
Maharashtra,2014,Negligent Driving Deaths,301
Maharashtra,2014,Trespass / Burglary,299
Maharashtra,2014,Death by Negligence,298
Maharashtra,2014,Other Assault on Women,298
Maharashtra,2014,Negligent Driving Deaths,296
Maharashtra,2014,Trespass / Burglary,296
Maharashtra,2014,Negligent Driving Deaths,295
Maharashtra,2014,Negligent Driving Deaths,293
Maharashtra,2014,Trespass / Burglary,292
Maharashtra,2014,Vehicle Theft,292
Maharashtra,2014,Domestic Cruelty,289
Maharashtra,2014,Other Theft,289
Maharashtra,2014,Vehicle Theft,287
Maharashtra,2014,Cheating,282
Maharashtra,2014,Death by Negligence,281
Maharashtra,2014,Assault on Women,279
Maharashtra,2014,Death by Negligence,279
Maharashtra,2014,Vehicle Theft,277
Maharashtra,2014,Vehicle Theft,276
Maharashtra,2014,Robbery,274
Maharashtra,2014,Assault on Women,273
Maharashtra,2014,Riots,273
Maharashtra,2014,Negligent Driving Deaths,271
Maharashtra,2014,Grievous Hurt,270
Maharashtra,2014,Simple Hurt,270
Maharashtra,2014,Assault on Women,269
Maharashtra,2014,Grievous Hurt,269
Maharashtra,2014,Simple Hurt,269
Maharashtra,2014,Death by Negligence,268
Maharashtra,2014,Trespass / Burglary,267
Maharashtra,2014,Negligent Driving Deaths,266
Maharashtra,2014,Riots,266
Maharashtra,2014,Domestic Cruelty,264
Maharashtra,2014,Riots,264
Maharashtra,2014,Trespass / Burglary,264
Maharashtra,2014,Negligent Driving Deaths,262
Maharashtra,2014,Cheating,259
Maharashtra,2014,Riots,259
Maharashtra,2014,Death by Negligence,256
Maharashtra,2014,Negligent Driving Deaths,256
Maharashtra,2014,Theft,256
Maharashtra,2014,Other Riots,255
Maharashtra,2014,Other Riots,254
Maharashtra,2014,Trespass / Burglary,254
Maharashtra,2014,Assault on Women,253
Maharashtra,2014,Trespass / Burglary,253
Maharashtra,2014,Domestic Cruelty,251
Maharashtra,2014,Robbery,251
Maharashtra,2014,Trespass / Burglary,249
Maharashtra,2014,Trespass / Burglary,248
Maharashtra,2014,Extortion,247
Maharashtra,2014,Vehicle Theft,247
Maharashtra,2014,Caste Riots,246
Maharashtra,2014,House Breaking,246
Maharashtra,2014,Riots,246
Maharashtra,2014,Other Assault on Women,245
Maharashtra,2014,Death by Negligence,243
Maharashtra,2014,Death by Negligence,243
Maharashtra,2014,Trespass / Burglary,243
Maharashtra,2014,Assault on Women,241
Maharashtra,2014,Negligent Driving Deaths,241
Maharashtra,2014,Negligent Driving Deaths,239
Maharashtra,2014,Negligent Driving Deaths,238
Maharashtra,2014,Other Riots,238
Maharashtra,2014,Death by Negligence,237
Maharashtra,2014,Grievous Hurt,237
Maharashtra,2014,Grievous Hurt,237
Maharashtra,2014,Simple Hurt,237
Maharashtra,2014,Simple Hurt,237
Maharashtra,2014,Robbery,236
Maharashtra,2014,Trespass / Burglary,236
Maharashtra,2014,Vehicle Theft,235
Maharashtra,2014,Domestic Cruelty,234
Maharashtra,2014,Rash Driving,234
Maharashtra,2014,Robbery,234
Maharashtra,2014,Rash Driving,233
Maharashtra,2014,Trespass / Burglary,233
Maharashtra,2014,Other Caste Riots,232
Maharashtra,2014,Negligent Driving Deaths,231
Maharashtra,2014,Trespass / Burglary,231
Maharashtra,2014,Trespass / Burglary,231
Maharashtra,2014,Other Riots,230
Maharashtra,2014,Robbery,230
Maharashtra,2014,Trespass / Burglary,230
Maharashtra,2014,Kidnapping (Total),228
Maharashtra,2014,Other Theft,228
Maharashtra,2014,Assault on Women,227
Maharashtra,2014,Assault on Women,227
Maharashtra,2014,Trespass / Burglary,227
Maharashtra,2014,Trespass / Burglary,227
Maharashtra,2014,Assault on Women,224
Maharashtra,2014,Assault on Women,224
Maharashtra,2014,Other Assault on Women,224
Maharashtra,2014,Trespass / Burglary,224
Maharashtra,2014,Trespass / Burglary,224
Maharashtra,2014,Riots,220
Maharashtra,2014,Vehicle Theft,220
Maharashtra,2014,Assault on Women,219
Maharashtra,2014,Domestic Cruelty,219
Maharashtra,2014,Vehicle Theft,219
Maharashtra,2014,Domestic Cruelty,218
Maharashtra,2014,Riots,218
Maharashtra,2014,Other Theft,217
Maharashtra,2014,Death by Negligence,216
Maharashtra,2014,Other Theft,216
Maharashtra,2014,Sexual Harassment,216
Maharashtra,2014,Non-Custodial Rape,215
Maharashtra,2014,Rape,215
Maharashtra,2014,Domestic Cruelty,213
Maharashtra,2014,Grievous Hurt,213
Maharashtra,2014,Sexual Harassment,213
Maharashtra,2014,Other Rape,212
Maharashtra,2014,Simple Hurt,212
Maharashtra,2014,Robbery,211
Maharashtra,2014,Trespass / Burglary,211
Maharashtra,2014,Trespass / Burglary,210
Maharashtra,2014,Vehicle Theft,210
Maharashtra,2014,Rash Driving,209
Maharashtra,2014,Trespass / Burglary,209
Maharashtra,2014,Domestic Cruelty,207
Maharashtra,2014,Trespass / Burglary,206
Maharashtra,2014,Trespass / Burglary,206
Maharashtra,2014,Trespass / Burglary,206
Maharashtra,2014,Other Riots,205
Maharashtra,2014,Negligent Driving Deaths,204
Maharashtra,2014,Robbery,204
Maharashtra,2014,Trespass / Burglary,204
Maharashtra,2014,Vehicle Theft,204
Maharashtra,2014,Domestic Cruelty,203
Maharashtra,2014,Trespass / Burglary,202
Maharashtra,2014,Domestic Cruelty,200
Maharashtra,2014,Trespass / Burglary,200
Maharashtra,2014,Grievous Hurt,199
Maharashtra,2014,Simple Hurt,199
Maharashtra,2014,Trespass / Burglary,199
Maharashtra,2014,Cheating,197
Maharashtra,2014,Cheating,197
Maharashtra,2014,Other Assault on Women,197
Maharashtra,2014,Riots,197
Maharashtra,2014,Sexual Harassment,197
Maharashtra,2014,Other Theft,196
Maharashtra,2014,Trespass / Burglary,195
Maharashtra,2014,Assault on Women,192
Maharashtra,2014,Other Riots,192
Maharashtra,2014,Riots,192
Maharashtra,2014,Cheating,191
Maharashtra,2014,Grievous Hurt,191
Maharashtra,2014,Simple Hurt,191
Maharashtra,2014,Trespass / Burglary,191
Maharashtra,2014,Vehicle Theft,191
Maharashtra,2014,Death by Negligence,189
Maharashtra,2014,Non-Custodial Rape,189
Maharashtra,2014,Rape,189
Maharashtra,2014,Domestic Cruelty,188
Maharashtra,2014,Negligent Driving Deaths,188
Maharashtra,2014,Assault on Women,187
Maharashtra,2014,Vehicle Theft,187
Maharashtra,2014,Cheating,186
Maharashtra,2014,House Breaking,186
Maharashtra,2014,Other Rape,186
Maharashtra,2014,Rash Driving,186
Maharashtra,2014,Riots,186
Maharashtra,2014,Assault on Women,185
Maharashtra,2014,Trespass / Burglary,184
Maharashtra,2014,Assault on Women,183
Maharashtra,2014,Death by Negligence,183
Maharashtra,2014,Murder,183
Maharashtra,2014,Other Riots,183
Maharashtra,2014,Rash Driving,182
Maharashtra,2014,Trespass / Burglary,182
Maharashtra,2014,Attempted Murder,181
Maharashtra,2014,Attempted Murder,181
Maharashtra,2014,Domestic Cruelty,180
Maharashtra,2014,Trespass / Burglary,180
Maharashtra,2014,Trespass / Burglary,180
Maharashtra,2014,Other Riots,179
Maharashtra,2014,Assault on Women,178
Maharashtra,2014,Negligent Driving Deaths,178
Maharashtra,2014,Sexual Harassment,178
Maharashtra,2014,Assault on Women,177
Maharashtra,2014,Other Assault on Women,177
Maharashtra,2014,Trespass / Burglary,177
Maharashtra,2014,Assault on Women,176
Maharashtra,2014,Vehicle Theft,176
Maharashtra,2014,Assault on Women,174
Maharashtra,2014,Other Assault on Women,174
Maharashtra,2014,Rash Driving,173
Maharashtra,2014,Sexual Harassment,173
Maharashtra,2014,Death by Negligence,172
Maharashtra,2014,Grievous Hurt,172
Maharashtra,2014,Simple Hurt,172
Maharashtra,2014,Grievous Hurt,171
